
id,content_name,is_ott,분류코드,개봉일,감독_및_PD,시청자수,platform,episode_total,episode_length,cast,origin_country,lang,rating,synopsis,poster_url,ott_availability,awards,tags
899,Rokudenashi Majutsu Koushi to Akashic Records,N,MOVIE_ANIME_BOYS,2022-06-04,NA,660378,TV,24,24,NA,Japan,Japanese,19금,"The Alzano Empire is home to one of the most distinguished magic schools in the world: the Alzano Imperial Magic Academy. Here, ambitious young students undergo training to become competent magicians. Sistine Fibel, a stern noble girl, and her bright-eyed best friend Rumia Tingel attend the Academy, determined to cultivate their magical skills.

However, their world is thrown for a loop when their favorite teacher suddenly retires and the enigmatic Glenn Radars replaces him. His lazy and indifferent attitude toward life and magic quickly puts him at odds with his class. What's more, nefarious forces hidden within the empire's walls start to become active, and Sistine, Rumia, and Glenn find themselves caught up in their schemes.

Rokudenashi Majutsu Koushi to Akashic Records follows Sistine, who is captivated by a mysterious floating Sky Castle; Rumia, who is haunted by a troubled past; and Glenn, who may be more than meets the eye. Though completely different on the surface, they are inexplicably bound together by a thread of fate.

[Written by MAL Rewrite]",https://myanimelist.cdn-dena.com/images/anime/8/85593.jpg,NA,NA,"Action, Magic, Fantasy"
900,Drifters,N,KDRAMA_052,2024-02-03,NA,663946,TV,13,24,NA,Japan,Japanese,19금,"At the Battle of Sekigahara in 1600, Toyohisa Shimazu is the rearguard for his retreating troops, and is critically wounded when he suddenly finds himself in a modern, gleaming white hallway. Faced with only a stoic man named Murasaki and hundreds of doors on both sides, Toyohisa is pulled into the nearest door and into a world completely unlike his own.

The strange land is populated by all manner of fantastical creatures, as well as warriors from different eras of Toyohisa's world who were thought to be dead. Quickly befriending the infamous warlord Nobunaga Oda and the ancient archer Yoichi Suketaka Nasu, Toyohisa learns of the political unrest tearing through the continent. Furthermore, they have been summoned as ""Drifters"" to fight against the ""Ends,"" people who are responsible for the creation of the Orte Empire and are trying to annihilate the Drifters. As the Ends grow more powerful, so does the Empire's persecution of elves and other demihumans. It is up to Toyohisa and his group of unconventional heroes to battle in a brand-new world war to help the Empire's subjects, while protecting the land to claim for themselves and challenging the Ends.

[Written by MAL Rewrite]",https://myanimelist.cdn-dena.com/images/anime/10/80271.jpg,NA,NA,"Action, Adventure, Comedy"
901,Squid Game (오징어 게임),Y,DRAMA_MYST_DUALTIMELINE,2021-09-17,Hwang Dong-hyuk,111000000,Netflix,9,55,"Lee Jung-jae, Park Hae-soo",South Korea,Korean,19금,"Hundreds of cash-strapped contestants accept an invitation to compete in children’s games for a tempting prize, but the stakes are deadly.",NA,"넷플릭스:Y, 디즈니+:N, 왓챠:N, 티빙:N, 웨이브:N",Primetime Emmy Awards,"Thriller, Survival"
902,Parasite (기생충),N,DRAMA_MEDICAL_PSY,2019-05-30,Bong Joon-ho,10000000,CJ Entertainment,1,132,"Song Kang-ho, Lee Sun-kyun",South Korea,Korean,15세,"A poor family schemes to become employed by a wealthy family by infiltrating their household and posing as unrelated, highly qualified individuals.",NA,"넷플릭스:N, 디즈니+:N, 왓챠:Y, 티빙:N, 웨이브:N",Academy Awards,"Thriller, Dark Comedy"
903,Train to Busan (부산행),N,MOVIE_FANTASY_MAGIC,2016-07-20,Yeon Sang-ho,11560000,Next Entertainment World,1,118,"Gong Yoo, Ma Dong-seok",South Korea,Korean,15세,"While a zombie virus breaks out in South Korea, passengers struggle to survive on the train from Seoul to Busan.",NA,"넷플릭스:Y, 디즈니+:N, 왓챠:Y, 티빙:N, 웨이브:Y",NA,"Horror, Action"
904,Crash Landing on You (사랑의 불시착),Y,KVARIETY_077,2019-12-14,Lee Jeong-hyo,20000000,tvN,16,70,"Hyun Bin, Son Ye-jin",South Korea,Korean,15세,A South Korean heiress accidentally crash-lands in North Korea and meets an army officer who decides he will help her hide.,NA,"넷플릭스:Y, 디즈니+:N, 왓챠:N, 티빙:N, 웨이브:N",NA,"Romance, Comedy"
905,Descendants of the Sun (태양의 후예),N,KDRAMA_004,2016-02-24,Lee Eung-bok,20500000,KBS2,16,60,"Song Joong-ki, Song Hye-kyo",South Korea,Korean,15세,A love story between a special forces captain and a doctor who meet in a disaster-torn country.,NA,"넷플릭스:Y, 디즈니+:N, 왓챠:Y, 티빙:N, 웨이브:N",NA,"Romance, Action"
906,Goblin (도깨비),Y,KVARIETY_151,2016-12-02,Lee Eung-bok,18500000,tvN,16,75,"Gong Yoo, Kim Go-eun",South Korea,Korean,15세,"An immortal goblin seeks a human bride to end his cursed immortal life, meeting a high school girl destined to be his bride.",NA,"넷플릭스:Y, 디즈니+:N, 왓챠:N, 티빙:N, 웨이브:N",NA,"Fantasy, Romance"
907,My Love from the Star (별에서 온 그대),Y,DRAMA_WORK_LAWFIRM,2013-12-18,Jang Tae-yoo,21000000,SBS,21,60,"Jun Ji-hyun, Kim Soo-hyun",South Korea,Korean,15세,An alien who landed on Earth 400 years ago falls in love with a famous actress in the modern era.,NA,"넷플릭스:Y, 디즈니+:N, 왓챠:Y, 티빙:N, 웨이브:N",NA,"Romance, Fantasy"
908,Mr. Sunshine (미스터 션샤인),Y,DRAMA_MEDICAL_EMERGENCY,2018-07-07,Lee Eung-bok,16000000,tvN,24,75,"Lee Byung-hun, Kim Tae-ri",South Korea,Korean,15세,"In the early 1900s, a Korean-American returns to Joseon as a U.S. Marine officer and falls for an aristocrat’s daughter.",NA,"넷플릭스:Y, 디즈니+:N, 왓챠:N, 티빙:N, 웨이브:N",NA,"Historical, Romance"
909,Reply 1988 (응답하라 1988),Y,KDRAMA_039,2015-11-06,Shin Won-ho,15000000,tvN,20,90,"Lee Hye-ri, Park Bo-gum",South Korea,Korean,15세,A nostalgic drama that follows five families living on the same street in 1988 and their growing children.,NA,"넷플릭스:Y, 디즈니+:N, 왓챠:Y, 티빙:Y, 웨이브:Y",NA,"Drama, Family"
910,Itaewon Class (이태원 클라쓰),Y,DRAMA_ROM_NOONA,2020-01-31,Kim Sung-yoon,12500000,JTBC,16,70,"Park Seo-joon, Kim Da-mi",South Korea,Korean,15세,An ex-con opens a bar restaurant in Itaewon while seeking revenge on a food conglomerate.,NA,"넷플릭스:Y, 디즈니+:N, 왓챠:Y, 티빙:N, 웨이브:Y",NA,"Drama, Revenge"
911,Hospital Playlist (슬기로운 의사생활),Y,MOVIE_ANIME_COMEDY,2020-03-12,Shin Won-ho,11000000,tvN,12,75,"Jo Jung-suk, Jeon Mi-do",South Korea,Korean,15세,Five doctors who have been friends since medical school share a love for music and the stories of life and death in the hospital.,NA,"넷플릭스:Y, 디즈니+:N, 왓챠:N, 티빙:N, 웨이브:N",NA,"Medical, Slice of Life"
912,Vincenzo (빈센조),Y,KVARIETY_113,2021-02-20,Kim Hee-won,13000000,tvN,20,80,"Song Joong-ki, Jeon Yeo-been",South Korea,Korean,15세,A Korean-Italian lawyer and mafia consigliere returns to South Korea to recover gold hidden beneath a building.,NA,"넷플릭스:Y, 디즈니+:N, 왓챠:Y, 티빙:N, 웨이브:Y",NA,"Crime, Dark Comedy"
913,Kingdom (킹덤),Y,MOVIE_DOC_WAR,2019-01-25,Kim Seong-hun,9000000,Netflix,12,45,"Ju Ji-hoon, Bae Doona",South Korea,Korean,19금,"In medieval Korea, a crown prince investigates a mysterious plague that resurrects the dead into monstrous zombies.",NA,"넷플릭스:Y, 디즈니+:N, 왓챠:N, 티빙:N, 웨이브:N",NA,"Historical, Horror"
914,D.P. (디피),Y,KVARIETY_170,2021-08-27,Han Jun-hee,8000000,Netflix,6,50,"Jung Hae-in, Koo Kyo-hwan",South Korea,Korean,19금,A young soldier is tasked with capturing army deserters and confronts harsh realities of the military.,NA,"넷플릭스:Y, 디즈니+:N, 왓챠:N, 티빙:N, 웨이브:N",NA,"Drama, Military"
915,Sweet Home (스위트 홈),Y,KVARIETY_111,2020-12-18,Lee Eung-bok,10000000,Netflix,10,55,"Song Kang, Lee Jin-wook",South Korea,Korean,19금,Residents of an apartment building fight to survive as humans turn into monsters.,NA,"넷플릭스:Y, 디즈니+:N, 왓챠:N, 티빙:N, 웨이브:N",NA,"Horror, Survival"
916,Extracurricular (인간수업),Y,DRAMA_SF_SUPERHUMAN,2020-04-29,Kim Jin-min,7000000,Netflix,10,50,"Kim Dong-hee, Jung Da-bin",South Korea,Korean,19금,High school students become involved in a world of crime to make ends meet.,NA,"넷플릭스:Y, 디즈니+:N, 왓챠:N, 티빙:N, 웨이브:N",NA,"Crime, Teen"
917,The Glory (더 글로리),Y,DRAMA_FANTASY_GRIMREAPER,2022-12-30,Ahn Gil-ho,12000000,Netflix,16,60,"Song Hye-kyo, Lee Do-hyun",South Korea,Korean,19금,A woman takes revenge on her school bullies by becoming their children’s homeroom teacher.,NA,"넷플릭스:Y, 디즈니+:N, 왓챠:N, 티빙:N, 웨이브:N",NA,"Revenge, Thriller"
918,Extraordinary Attorney Woo (이상한 변호사 우영우),Y,DRAMA_CRIME_POLICE,2022-06-29,Yoo In-shik,18000000,ENA,16,77,"Park Eun-bin, Kang Tae-oh",South Korea,Korean,15세,A brilliant attorney with autism spectrum disorder navigates the legal field and personal challenges.,NA,"넷플릭스:Y, 디즈니+:N, 왓챠:Y, 티빙:N, 웨이브:Y",NA,"Legal, Drama"
