id,content_name,is_ott,∫–∑˘ƒ⁄µÂ,∞≥∫¿¿œ,∞®µ∂_π◊_PD,Ω√√ª¿⁄ºˆ,platform,episode_total,episode_length,cast,origin_country,lang,rating,synopsis,poster_url,ott_availability,awards,tags
911,Hospital Playlist (ΩΩ±‚∑ŒøÓ ¿«ªÁª˝»∞),Y,MOVIE_COM_SATIRE,2020-03-12,Shin Won-ho,11000000,tvN,12,75,"Jo Jung-suk, Jeon Mi-do",South Korea,Korean,15ºº,Five doctors who have been friends since medical school share a love for music and the stories of life and death in the hospital.,NA,"≥›«√∏ØΩ∫:Y, µ¡Ó¥œ+:N, ø”√≠:N, ∆º∫˘:N, ø˛¿Ã∫Í:N",NA,"Medical, Slice of Life"
912,Vincenzo (∫Ûºæ¡∂),Y,KVARIETY_105,2021-02-20,Kim Hee-won,13000000,tvN,20,80,"Song Joong-ki, Jeon Yeo-been",South Korea,Korean,15ºº,A Korean-Italian lawyer and mafia consigliere returns to South Korea to recover gold hidden beneath a building.,NA,"≥›«√∏ØΩ∫:Y, µ¡Ó¥œ+:N, ø”√≠:Y, ∆º∫˘:N, ø˛¿Ã∫Í:Y",NA,"Crime, Dark Comedy"
913,Kingdom (≈∑¥˝),N,KDRAMA_096,2019-01-25,Kim Seong-hun,9000000,Netflix,12,45,"Ju Ji-hoon, Bae Doona",South Korea,Korean,19±›,"In medieval Korea, a crown prince investigates a mysterious plague that resurrects the dead into monstrous zombies.",NA,"≥›«√∏ØΩ∫:Y, µ¡Ó¥œ+:N, ø”√≠:N, ∆º∫˘:N, ø˛¿Ã∫Í:N",NA,"Historical, Horror"
914,D.P. (µ««),Y,MOVIE_ANIME_MYSTERY,2021-08-27,Han Jun-hee,8000000,Netflix,6,50,"Jung Hae-in, Koo Kyo-hwan",South Korea,Korean,19±›,A young soldier is tasked with capturing army deserters and confronts harsh realities of the military.,NA,"≥›«√∏ØΩ∫:Y, µ¡Ó¥œ+:N, ø”√≠:N, ∆º∫˘:N, ø˛¿Ã∫Í:N",NA,"Drama, Military"
915,Sweet Home (Ω∫¿ß∆Æ »®),Y,DRAMA_HORROR_PSYCHO,2020-12-18,Lee Eung-bok,10000000,Netflix,10,55,"Song Kang, Lee Jin-wook",South Korea,Korean,19±›,Residents of an apartment building fight to survive as humans turn into monsters.,NA,"≥›«√∏ØΩ∫:Y, µ¡Ó¥œ+:N, ø”√≠:N, ∆º∫˘:N, ø˛¿Ã∫Í:N",NA,"Horror, Survival"
916,Extracurricular (¿Œ∞£ºˆæ˜),Y,KDRAMA_052,2020-04-29,Kim Jin-min,7000000,Netflix,10,50,"Kim Dong-hee, Jung Da-bin",South Korea,Korean,19±›,High school students become involved in a world of crime to make ends meet.,NA,"≥›«√∏ØΩ∫:Y, µ¡Ó¥œ+:N, ø”√≠:N, ∆º∫˘:N, ø˛¿Ã∫Í:N",NA,"Crime, Teen"
917,The Glory (¥ı ±€∑Œ∏Æ),Y,MOVIE_MUSIC_FOLK,2022-12-30,Ahn Gil-ho,12000000,Netflix,16,60,"Song Hye-kyo, Lee Do-hyun",South Korea,Korean,19±›,A woman takes revenge on her school bullies by becoming their children°Øs homeroom teacher.,NA,"≥›«√∏ØΩ∫:Y, µ¡Ó¥œ+:N, ø”√≠:N, ∆º∫˘:N, ø˛¿Ã∫Í:N",NA,"Revenge, Thriller"
918,Extraordinary Attorney Woo (¿ÃªÛ«— ∫Ø»£ªÁ øÏøµøÏ),Y,KDRAMA_026,2022-06-29,Yoo In-shik,18000000,ENA,16,77,"Park Eun-bin, Kang Tae-oh",South Korea,Korean,15ºº,A brilliant attorney with autism spectrum disorder navigates the legal field and personal challenges.,NA,"≥›«√∏ØΩ∫:Y, µ¡Ó¥œ+:N, ø”√≠:Y, ∆º∫˘:N, ø˛¿Ã∫Í:Y",NA,"Legal, Drama"
919,Game of Thrones,N,KVARIETY_152,2011-04-17,David Benioff & D. B. Weiss,12000000,HBO,73,57,"Emilia Clarke, Kit Harington",USA,English,19±›,Nine noble families wage war in a fantasy world for control of the Iron Throne.,NA,"HBO:Y, ≥›«√∏ØΩ∫:N, µ¡Ó¥œ+:N, ø”√≠:N",Emmy Awards,"Fantasy, Drama"
920,Breaking Bad,N,MOVIE_ACTION_WAR,2008-01-20,Vince Gilligan,10000000,AMC,62,47,"Bryan Cranston, Aaron Paul",USA,English,19±›,A chemistry teacher turns to cooking methamphetamine after being diagnosed with cancer.,NA,"AMC:Y, ≥›«√∏ØΩ∫:Y, µ¡Ó¥œ+:N",Emmy Awards,"Crime, Drama"
921,Stranger Things,Y,KVARIETY_060,2016-07-15,The Duffer Brothers,50000000,Netflix,34,51,"Millie Bobby Brown, Finn Wolfhard",USA,English,15ºº,A group of kids encounter supernatural forces and secret government experiments in their small town.,NA,"≥›«√∏ØΩ∫:Y, µ¡Ó¥œ+:N",NA,"Sci-Fi, Horror"
922,The Crown,Y,MOVIE_ANIME_HISTORICAL,2016-11-04,Peter Morgan,20000000,Netflix,60,58,"Claire Foy, Olivia Colman",UK,English,15ºº,Biographical story about the reign of Queen Elizabeth II.,NA,"≥›«√∏ØΩ∫:Y, µ¡Ó¥œ+:N, ø”√≠:N",Golden Globe Awards,"Historical, Drama"
923,The Mandalorian,Y,KVARIETY_071,2019-11-12,Jon Favreau,22000000,Disney+,24,40,"Pedro Pascal, Gina Carano",USA,English,12ºº,"A lone bounty hunter travels the outer reaches of the galaxy, protecting a mysterious child.",NA,"µ¡Ó¥œ+:Y, ≥›«√∏ØΩ∫:N",NA,"Sci-Fi, Adventure"
924,WandaVision,Y,DRAMA_THR_SUPERNATURAL,2021-01-15,Matt Shakman,15000000,Disney+,9,35,"Elizabeth Olsen, Paul Bettany",USA,English,12ºº,Superhero couple Wanda Maximoff and Vision live suburban lives while reality unravels.,NA,"µ¡Ó¥œ+:Y, ≥›«√∏ØΩ∫:N",NA,"Superhero, Fantasy"
925,Loki,Y,MOVIE_ROM_GL,2021-06-09,Kate Herron,17000000,Disney+,12,50,"Tom Hiddleston, Owen Wilson",USA,English,12ºº,The mischievous Loki is pulled out of time to fix the mess he made of the timeline.,NA,"µ¡Ó¥œ+:Y, ≥›«√∏ØΩ∫:N",NA,"Superhero, Sci-Fi"
926,House of the Dragon,N,KVARIETY_109,2022-08-21,Ryan Condal & Miguel Sapochnik,15000000,HBO,10,60,"Matt Smith, Emma D°ØArcy",USA,English,19±›,Tells the story of the Targaryen civil war that took place about 200 years before the events of Game of Thrones.,NA,HBO:Y,NA,"Fantasy, Drama"
927,The Witcher,Y,KDRAMA_027,2019-12-20,Lauren Schmidt Hissrich,25000000,Netflix,24,47,"Henry Cavill, Anya Chalotra",USA,English,19±›,"Geralt of Rivia, a mutated monster-hunter, struggles to find his place in a world where people often prove more wicked than beasts.",NA,"≥›«√∏ØΩ∫:Y, µ¡Ó¥œ+:N",NA,"Fantasy, Action"
928,The Queen°Øs Gambit,Y,KVARIETY_185,2020-10-23,Scott Frank,62000000,Netflix,7,60,"Anya Taylor-Joy, Bill Camp",USA,English,15ºº,An orphaned chess prodigy struggles with addiction while rising to the top of the chess world.,NA,≥›«√∏ØΩ∫:Y,NA,"Drama, Sports"
929,Wednesday,Y,KVARIETY_113,2022-11-23,Tim Burton,50000000,Netflix,8,50,"Jenna Ortega, Gwendoline Christie",USA,English,15ºº,Follows Wednesday Addams attending Nevermore Academy while solving a supernatural mystery.,NA,≥›«√∏ØΩ∫:Y,NA,"Fantasy, Mystery"
930,The Last of Us,N,DRAMA_WORK_ART,2023-01-15,Craig Mazin & Neil Druckmann,18000000,HBO,9,60,"Pedro Pascal, Bella Ramsey",USA,English,19±›,"After a fungal outbreak destroys civilization, a hardened survivor takes charge of a 14-year-old girl who may be humanity°Øs last hope.",NA,"HBO:Y, ≥›«√∏ØΩ∫:N, µ¡Ó¥œ+:N",NA,"Post-apocalyptic, Drama"
931,Attack on Titan (¡¯∞›¿« ∞≈¿Œ),N,DRAMA_GEN,2013-04-07,Tetsur? Araki,30000000,MBS,75,24,"Yuki Kaji, Yui Ishikawa",Japan,Japanese,19±›,Humans fight for survival against gigantic humanoid Titans who devour humans for no reason.,NA,"≥›«√∏ØΩ∫:Y, µ¡Ó¥œ+:N, ø”√≠:Y",NA,"Action, Dark Fantasy"
932,Demon Slayer (±Õ∏Í¿« ƒÆ≥Ø),N,KVARIETY_105,2019-04-06,Haruo Sotozaki,35000000,Fuji TV,26,23,"Natsuki Hanae, Akari Kit?",Japan,Japanese,15ºº,A boy becomes a demon slayer to avenge his family slaughtered by demons and cure his sister who was turned into a demon.,NA,"≥›«√∏ØΩ∫:Y, µ¡Ó¥œ+:N, ø”√≠:Y",NA,"Action, Supernatural"
933,Jujutsu Kaisen (¡÷º˙»∏¿¸),N,KDRAMA_061,2020-10-03,Sunghoo Park,28000000,MBS,24,24,"Junya Enoki, Yuichi Nakamura",Japan,Japanese,15ºº,A high school student becomes a host for a powerful curse spirit and joins a secret organization to exorcise curses.,NA,"≥›«√∏ØΩ∫:Y, µ¡Ó¥œ+:N, ø”√≠:Y",NA,"Action, Supernatural"
934,One Punch Man (ø¯∆›∏«),N,DRAMA_FAM_MULTIGENER,2015-10-05,Shingo Natsume,25000000,TV Tokyo,24,24,"Makoto Furukawa, Kaito Ishikawa",Japan,Japanese,15ºº,A superhero who can defeat any opponent with a single punch seeks meaning in his life.,NA,"≥›«√∏ØΩ∫:Y, µ¡Ó¥œ+:N, ø”√≠:Y",NA,"Action, Comedy"
935,My Hero Academia (≥™¿« »˜æÓ∑Œ æ∆ƒ´µ•πÃæ∆),N,KVARIETY_141,2016-04-03,Kenji Nagasaki,23000000,MBS,113,24,"Daiki Yamashita, Nobuhiko Okamoto",Japan,Japanese,15ºº,"In a world where most people have superpowers, a powerless boy enrolls in a prestigious academy to become a hero.",NA,"≥›«√∏ØΩ∫:Y, µ¡Ó¥œ+:N, ø”√≠:Y",NA,"Action, Superhero"
936,The Virginity Hit,N,KVARIETY_130,2010-08-07,Huck Botko,38222,Theater,1,86,"Matt Bennett, Krysta Rodriguez",USA,English,19±›,masturbation porn star sex lesson from a prostitute,NA,NA,NA,Comedy
937,Below Zero,N,KDRAMA_035,2011-09-18,Justin Thomas Ostensen,405647,øµ»≠∞¸,1,99,"Michael Berryman, Kristin Booth",Canada,English,19±›,A film titled Below Zero.,NA,NA,NA,Thriller
938,Celeste & Jesse Forever,N,KVARIETY_180,2012-07-03,Lee Toland Krieger,376602,Theater,1,92,"Ari Graynor, Janel Parrish",USA,English,19±›,best friends friendship masturbation,NA,NA,NA,"Comedy, Drama, Romance"
939,Food Chains,N,KVARIETY_014,2014-02-09,Sanjay Rawal,105346,Theater,1,83,"Alma Martinez, Robert Kennedy Jr.",USA,English,¿¸√º,two word title,NA,NA,NA,"Documentary, News"
940,They Will Have to Kill Us First,N,KVARIETY_198,2015-11-15,Johanna Schwartz,122268,øµ»≠∞¸,1,105,"Aliou Tour??, Garba Tour??",UK,French,¿¸√º,A film titled They Will Have to Kill Us First.,NA,NA,NA,Documentary
941,The Sessions,N,KVARIETY_028,2012-12-05,Ben Lewin,38388,Theater,1,95,"W. Earl Brown, Adam Arkin",USA,English,19±›,falling in love iron lung priest,NA,NA,NA,"Biography, Comedy, Drama"
942,The King of Najayo,N,MOVIE_MUSIC_CLASSICAL,2012-08-19,Fernando Baez Mella,302561,øµ»≠∞¸,1,101,"Manny Perez, Christian Alvarez",Dominican Republic,Spanish,19±›,A film titled The King of Najayo.,NA,NA,NA,"Crime, Drama"
943,UnDivided,N,KVARIETY_002,2013-09-12,Sam Martin,206688,Theater,1,66,"Sam Adams, Steve Duin",USA,English,12ºº,A film titled UnDivided.,NA,NA,NA,Documentary
944,Green Street 3: Never Back Down,N,KVARIETY_175,2013-10-03,James Nunn,441526,øµ»≠∞¸,1,93,"Spencer Wilding, Mark Wingett",UK,English,19±›,bare breasts firm hooliganism,NA,NA,NA,"Action, Drama"
945,Kill List,N,KVARIETY_162,2011-07-17,Ben Wheatley,211459,øµ»≠∞¸,1,95,"MyAnna Buring, Ben Crompton",UK,English,¿¸√º,female full frontal nudity hitman knee breaking,NA,NA,NA,"Crime, Horror, Thriller"
946,Lights Out,N,KDRAMA_085,2016-01-27,David F. Sandberg,516220,Theater,1,81,"Billy Burke, Amiah Miller",USA,English,15ºº,based on short film reference to avenged sevenfold reference to slayer,NA,NA,NA,Horror
947,Misconduct,N,MOVIE_COM_ROM,2016-07-03,Shintaro Shimosawa,470718,Theater,1,106,"Al Pacino, Anthony Hopkins",USA,English,19±›,black panties lust sexual attraction,NA,NA,NA,"Drama, Thriller"
948,Signed Sealed Delivered,N,DRAMA_SCHOOL_GEN,2013-06-18,Scott Smith,558365,øµ»≠∞¸,1,87,"Eric Mabius, Daphne Zuniga",Canada,English,¿¸√º,fraud postal worker prison,NA,NA,NA,"Comedy, Drama"
949,The Square,N,MOVIE_COM_ROM,2013-06-19,Jehane Noujaim,133394,øµ»≠∞¸,1,108,"Khalid Abdalla, Ahmed Hassan",Egypt,Arabic,¿¸√º,A film titled The Square.,NA,NA,NA,"Documentary, Drama, History"
950,Kicks,N,MOVIE_SPORTS_BOXING,2016-12-05,Justin Tipping,341127,Theater,1,80,"Tina Gilton, Natalie Stephany Aguilar",USA,English,19±›,A film titled Kicks.,NA,NA,NA,Adventure
951,Of Horses and Men,N,KDRAMA_024,2013-06-16,Benedikt Erlingsson,544897,øµ»≠∞¸,1,81,"Ingvar Eggert Sigur?°∆sson, Charlotte B?¢¨ving",Iceland,Icelandic,¿¸√º,barbed wire barbed wire fence horse,NA,NA,NA,"Comedy, Drama, Romance"
952,Lords of London,N,MOVIE_ROM_NOONA,2014-01-20,Antonio Simoncini,574708,øµ»≠∞¸,1,90,"Ray Winstone, Joe Egan",UK,English,19±›,gang leader italian woman period piece,NA,NA,NA,"Crime, Mystery, Thriller"
953,It Follows,N,MOVIE_MUSIC_FOLK,2014-12-01,David Robert Mitchell,215999,Theater,1,100,"Maika Monroe, Ruby Harris",USA,English,19±›,ambiguous ending being followed sex scene,NA,NA,NA,"Horror, Mystery"
954,Take Shelter,N,KVARIETY_156,2011-08-08,Jeff Nichols,306912,Theater,1,121,"Katy Mixon, Shea Whigham",USA,English,19±›,ambiguous ending firefly mysterious event,NA,NA,NA,"Drama, Thriller"
955,"Ultramarines: A Warhammer 40,000 Movie",N,MOVIE_ANIME_MYSTERY,2010-07-06,Martyn Pick,591307,øµ»≠∞¸,1,76,"Sean Pertwee, Steven Waddington",UK,English,19±›,grimdark mutilated corpse space marine,NA,NA,NA,"Action, Animation, Fantasy"
